slug,brand_name,category,mall_count,domain,reference_logo_path,assigned_word,generated_logo_path,logo_status,use_status
kfc,Kentucky Fried Chicken,,17,kfc.com,logos/reference/kfc.png,Chicago Fried Veggies,logos/generated/kfc_chicago-fried-veggies.png,generated,use
kids-foot-locker,Kids Foot Locker,,73,kidsfootlocker.com,logos/reference/kids-foot-locker.svg,,,fetched,skip
kiehl-s,Kiehl's Since 1851,,18,kiehls.com,logos/reference/kiehl-s.png,Immigrant Since 2008,logos/generated/kiehl-s_immigrant-since-2008.png,generated,use
kirkland-s,Kirkland's Home,,25,kirklands.com,logos/reference/kirkland-s.png,Capitol Hill,,fetched,skip
kitchen-collection,THE KITCHEN COLLECTION,,10,kitchen-collection.com,logos/reference/kitchen-collection.png,THE USELESS COLLECTION,logos/generated/kitchen-collection_the-useless-collection.png,generated,use
kohl-s,KOHL'S,,80,kohls.com,logos/reference/kohl-s.png,SAVER'S,logos/generated/kohl-s_saver-s.png,generated,use
kroger,Kroger,,12,kroger.com,logos/reference/kroger.png,Terrace View,logos/generated/kroger_terrace-view.png,generated,use
l-and-l-hawaiian-barbecue,L&L Hawaiian Barbecue,,10,bbqmissionviejo.com,logos/reference/l-and-l-hawaiian-barbecue.png,,,fetched,skip
l-occitane,L'Occitane,,38,loccitane.com,logos/reference/l-occitane.svg,,,fetched,skip
l-l-bean,L.L.Bean,,15,llbean.com,logos/reference/l-l-bean.png,,,fetched,skip
la-fitness,LA | FITNESS,,16,lafitness.com,logos/reference/la-fitness.png,HOME | FITNESS,logos/generated/la-fitness_home-fitness.png,generated,use
lacoste,LACOSTE,,34,lacoste.com,logos/reference/lacoste.png,ORDINARY,logos/generated/lacoste_ordinary.png,generated,use
lane-bryant,Lane Bryant,,60,lanebryant.com,logos/reference/lane-bryant.svg,,,fetched,skip
le-creuset,Le Creuset,,17,lecreuset.com,logos/reference/le-creuset.png,,,fetched,skip
lego,Lego,,56,lego.com,logos/reference/lego.svg,,,fetched,skip
lenscrafters,LensCrafters,,174,lenscrafters.com,logos/reference/lenscrafters.png,Media Artists,logos/generated/lenscrafters_media-artists.png,generated,use
levi-s,LEVI'S,,54,levi.com,logos/reference/levi-s.png,HOKIE'S,logos/generated/levi-s_hokie-s.png,generated,use
levi-s-outlet,Levi's Outlet,,12,levi.com,logos/reference/levi-s-outlet.svg,,,fetched,skip
lids,Lids,,209,lids.com,logos/reference/lids.png,VisaCaps,logos/generated/lids_visacaps.png,generated,use
lindt,Lindt MASTER SWISS CHOCOLATIER SINCE 1845,,13,lindt.com,logos/reference/lindt.png,Mom's MASTER HOME CHEF SINCE FOREVER,logos/generated/lindt_mom-s-master-home-chef-since-forever.png,generated,use
little-caesars,Little Caesars,,24,littlecaesars.com,logos/reference/little-caesars.png,,,fetched,skip
loft,Loft,,96,loft.com.br,logos/reference/loft.jpeg,,,fetched,skip
lolli-and-pops,Lolli and Pops,,21,lolli.com,logos/reference/lolli-and-pops.svg,,,fetched,skip
longhorn-steakhouse,LongHorn Steakhouse,,15,longhornsteakhouse.com,logos/reference/longhorn-steakhouse.svg,,,fetched,skip
longs-drugs,Longs Drugs,,10,longs.com,logos/reference/longs-drugs.png,,,fetched,skip
louis-vuitton,LOUIS VUITTON,,31,louisvuitton.com,logos/reference/louis-vuitton.png,LOOSE BUTTONS,logos/generated/louis-vuitton_loose-buttons.png,generated,use
lovesac,LoveSac,,37,lovesac.com,logos/reference/lovesac.png,,,fetched,skip
lovisa,Lovisa,,48,lovisa.com.au,logos/reference/lovisa.png,,,fetched,skip
lowe-s,LOWE'S,,11,lowes.com,logos/reference/lowe-s.png,AMERICA'S,logos/generated/lowe-s_america-s.png,generated,use
lucky-brand,LUCKY BRAND,,42,luckybrand.com,logos/reference/lucky-brand.png,UNLUCKY BRAND,logos/generated/lucky-brand_unlucky-brand.png,generated,use
lululemon,lululemon,,78,lululemon.com,logos/reference/lululemon.png,muskmelon,logos/generated/lululemon_muskmelon.png,generated,use
lush,Lush,,62,lush.com,logos/reference/lush.svg,,,fetched,skip
mac-cosmetics,MAC,,41,maccosmetics.fr,logos/reference/mac-cosmetics.png,,,fetched,skip
macy-s,macy's,,305,macys.com,logos/reference/macy-s.png,bigmalls,logos/generated/macy-s_bigmalls.png,generated,use
madewell,Madewell,,27,madewell.com,logos/reference/madewell.png,,,fetched,skip
madison-reed,Madison Reed,,10,madison-reed.com,logos/reference/madison-reed.jpeg,,,fetched,skip
maggiano-s-little-italy,Maggiano's Little Italy,,13,maggianos.com,logos/reference/maggiano-s-little-italy.png,,,fetched,skip
marble-slab-creamery,Marble Slab Creamery,,10,marbleslab.com,logos/reference/marble-slab-creamery.svg,,,fetched,skip
marc-jacobs,MARC JACOBS,,17,marcjacobs.com,logos/reference/marc-jacobs.png,STARWING ARTIST,logos/generated/marc-jacobs_starwing-artist.png,generated,use
marshalls,Marshalls,,73,marshalls.com,logos/reference/marshalls.png,Overstock,logos/generated/marshalls_overstock.png,generated,use
marugame-udon,Marugame Udon,,10,marugameudon.com,logos/reference/marugame-udon.png,,,fetched,skip
massage-envy,Massage Envy,,21,massageenvy.com,logos/reference/massage-envy.png,,,fetched,skip
mastercuts,Mastercuts,,28,mastercuts.ae,logos/reference/mastercuts.png,,,fetched,skip
mattress-firm,MATTRESS FIRM,,24,mattressfirm.com,logos/reference/mattress-firm.png,SLEEPLESS WORK,logos/generated/mattress-firm_sleepless-work.png,generated,use
maurices,Maurices,,111,maurices.com,logos/reference/maurices.svg,,,fetched,skip
mcdonald-s,McDonald's,,43,mcdonalds.com,logos/reference/mcdonald-s.png,McCarnivore's,logos/generated/mcdonald-s_mccarnivore-s.png,generated,use
men-s-wearhouse,MEN's WEARHOUSE,,43,menswearhouse.com,logos/reference/men-s-wearhouse.png,PRIORITY QUEUE,logos/generated/men-s-wearhouse_priority-queue.png,generated,use
menchie-s,Menchie's,,11,menchies.com,logos/reference/menchie-s.png,,,fetched,skip
merle-norman,Merle Norman,,14,merlenorman.com,logos/reference/merle-norman.png,,,fetched,skip
merrell,Merrell,,13,merrell.com,logos/reference/merrell.png,,,fetched,skip
metro-by-t-mobile,metro by T-Mobile,,47,metropcs.com,logos/reference/metro-by-t-mobile.png,hustle by CHOICE,logos/generated/metro-by-t-mobile_hustle-by-choice.png,generated,use
michael-kors,MICHAEL KORS,,90,michaelkors.com,logos/reference/michael-kors.png,LUXURY LESS,logos/generated/michael-kors_luxury-less.png,generated,use
michaels,Michaels,,48,michaels.com,logos/reference/michaels.png,Glitter,logos/generated/michaels_glitter.png,generated,use
microsoft-store,Microsoft Store,,10,microsoft.com,logos/reference/microsoft-store.png,Blue Badge,logos/generated/microsoft-store_blue-badge.png,generated,use
miniso,Miniso,,55,miniso.com,logos/reference/miniso.png,,,fetched,skip
motherhood-maternity,Motherhood Maternity,,18,motherhood.com,logos/reference/motherhood-maternity.png,,,fetched,skip
movado,Movado,,12,movado.com,logos/reference/movado.svg,,,fetched,skip
mrs-fields,Mrs. Fields,,15,mrsfields.com,logos/reference/mrs-fields.png,,,fetched,skip
nautica,NAUTICA,,23,nautica.com,logos/reference/nautica.png,LAKEFRONT,logos/generated/nautica_lakefront.png,generated,use
neiman-marcus,Neiman Marcus,,23,neimanmarcus.com,logos/reference/neiman-marcus.png,Window Shopping,logos/generated/neiman-marcus_window-shopping.png,generated,use
nespresso,Nespresso,,16,nespresso.com,logos/reference/nespresso.png,,,fetched,skip
new-balance,NB,,23,newbalance.com,logos/reference/new-balance.png,,,fetched,skip
nike,nike,,38,nike.com,logos/reference/nike.png,windy,logos/generated/nike_windy.png,generated,use
noodles-and-company,Noodles & Company,,18,noodles.com,logos/reference/noodles-and-company.svg,,,fetched,skip
nordstrom,NORDSTROM,,61,nordstrom.com,logos/reference/nordstrom.png,CLOTHSTORM,logos/generated/nordstrom_clothstorm.png,generated,use
nordstrom-rack,NORDSTROM RACK,,34,nordstromrack.com,logos/reference/nordstrom-rack.png,CLOTHSTORM RACK,logos/generated/nordstrom-rack_clothstorm-rack.png,generated,use
nori-japan,Nori Japan,,12,nori-japan.com,logos/reference/nori-japan.png,,,fetched,skip
nothing-bundt-cakes,Nothing Bundt Cakes,,12,nothingbundtcakes.com,logos/reference/nothing-bundt-cakes.png,,,fetched,skip
o-reilly-auto-parts,O'REILLY AUTO PARTS,,11,oreillyauto.com,logos/reference/o-reilly-auto-parts.png,PRIVATE BODY PARTS,logos/generated/o-reilly-auto-parts_private-body-parts.png,generated,use
oakley,OAKLEY,,47,oakley.com,logos/reference/oakley.png,COSTLEY,logos/generated/oakley_costley.png,generated,use
oakley-vault,Oakley Vault,,11,oakley.com,logos/reference/oakley-vault.png,,,fetched,skip
office-depot,OFFICE DEPOT,,12,officedepot.com,logos/reference/office-depot.png,DAILY STRUGGLES,logos/generated/office-depot_daily-struggles.png,generated,use
old-navy,OLD NAVY,,171,oldnavy.com,logos/reference/old-navy.png,ECO NAVY,logos/generated/old-navy_eco-navy.png,generated,use
old-navy-outlet,Old Navy Outlet,,12,oldnavy.com,logos/reference/old-navy-outlet.png,,,fetched,skip
olive-garden,Olive Garden,,17,olivegarden.com,logos/reference/olive-garden.png,Bread Fetish,logos/generated/olive-garden_bread-fetish.png,generated,use
ollie-s-bargain-outlet,Ollie's Bargain Outlet,,26,ollies.com,logos/reference/ollie-s-bargain-outlet.png,,,fetched,skip
orange-julius,Orange Julius,,12,orangejulius.com,logos/reference/orange-julius.png,,,fetched,skip
orangetheory-fitness,Orangetheory Fitness,,25,orangetheory.com,logos/reference/orangetheory-fitness.png,Crackpot Fitness,logos/generated/orangetheory-fitness_crackpot-fitness.png,generated,use
oshkosh-b-gosh,OshKosh B'gosh,,32,oshkosh.com,logos/reference/oshkosh-b-gosh.svg,,,fetched,skip
outback-steakhouse,Outback Steakhouse,,17,outback.com,logos/reference/outback-steakhouse.png,,,fetched,skip
p-f-chang-s,P.F. CHANG's CHINA BISTRO,,44,pfchangsmexico.com.mx,logos/reference/p-f-chang-s.png,MR. LAL's DESI BISTRO,logos/generated/p-f-chang-s_mr-lal-s-desi-bistro.png,generated,use
pacsun,PacSun,,129,pacsun.com,logos/reference/pacsun.png,,,fetched,skip
panda-express,PANDA EXPRESS CHINESE KITCHEN,,108,pandaexpress.com,logos/reference/panda-express.png,SAMOSA EXPRESS INDIAN KITCHEN,logos/generated/panda-express_samosa-express-indian-kitchen.png,generated,use
pandora,pandora,,130,pandora.com,logos/reference/pandora.png,mystical,logos/generated/pandora_mystical.png,generated,use
panera-bread,Panera BREAD,,65,panerabread.com,logos/reference/panera-bread.png,cafeteria BREAD,logos/generated/panera-bread_cafeteria-bread.png,generated,use
papa-john-s,PAPA JOHN'S,,13,papajohns.com,logos/reference/papa-john-s.png,CAMPUS JOHN'S,logos/generated/papa-john-s_campus-john-s.png,generated,use
party-city,Party City,,12,partycity.com,logos/reference/party-city.svg,,,fetched,skip
pearle-vision,Pearle Vision,,17,pearlevision.com,logos/reference/pearle-vision.png,,,fetched,skip
peloton,Peloton,,17,onepeloton.com,logos/reference/peloton.svg,,,fetched,skip
pepper-palace,Pepper Palace,,12,pepperpalace.com,logos/reference/pepper-palace.png,,,fetched,skip
perfumania,Perfumania,,42,perfumania.com,logos/reference/perfumania.png,,,fetched,skip
perry-ellis,PERRY ELLIS,,17,perryellis.com,logos/reference/perry-ellis.png,FERRY BELLS,logos/generated/perry-ellis_ferry-bells.png,generated,use
pet-supplies-plus,PET SUPPLIES PLUS GREAT PRICES. NO BEGGING,,10,petsuppliesplus.com,logos/reference/pet-supplies-plus.png,ART SUPPLIES PLUS CHEAP PRICES. NO SLEEPING,logos/generated/pet-supplies-plus_art-supplies-plus-cheap-prices-no-sleeping.png,generated,use
petco,petco,,51,petco.com,logos/reference/petco.png,windco,logos/generated/petco_windco.png,generated,use
petsmart,PETSMART,,37,petsmart.ca,logos/reference/petsmart.png,STREETSMART,logos/generated/petsmart_streetsmart.png,generated,use
piercing-pagoda,Piercing Pagoda,,17,piercing-street.fr,logos/reference/piercing-pagoda.png,,,fetched,skip
piercings-n-more,Piercings N' More,,11,purelypiercings.co.nz,logos/reference/piercings-n-more.png,,,fetched,skip
pizza-hut,Pizza Hut,,24,pizzahut.com,logos/reference/pizza-hut.png,Engineering Hat,logos/generated/pizza-hut_engineering-hat.png,generated,use
planet-fitness,planet fitness,,109,planetfitness.com,logos/reference/planet-fitness.png,morning routines,logos/generated/planet-fitness_morning-routines.png,generated,use
polo-ralph-lauren,RALPH LAUREN,,41,lacanadalifestyle.com,logos/reference/polo-ralph-lauren.png,AVERAGE CLOTHING,logos/generated/polo-ralph-lauren_average-clothing.png,generated,use
pop-mart,Pop Mart,,10,popmart.com,logos/reference/pop-mart.png,,,fetched,skip
popeyes,POPEYES,,52,popeyes.com,logos/reference/popeyes.png,REDEYES,logos/generated/popeyes_redeyes.png,generated,use
potbelly,POTBELLY SANDWICH SHOP,,12,potbelly.com,logos/reference/potbelly.png,YUMM STRAWBERRY SHAKE,logos/generated/potbelly_yumm-strawberry-shake.png,generated,use
pottery-barn,POTTERY BARN,,46,potterybarn.com,logos/reference/pottery-barn.png,SCREEN PRINT BARN,logos/generated/pottery-barn_screen-print-barn.png,generated,use
pottery-barn-kids,Pottery Barn Kids,,11,potterybarn.com,logos/reference/pottery-barn-kids.png,,,fetched,skip
prada,PRADA,,13,prada.com,logos/reference/prada.png,DHAAABA,logos/generated/prada_dhaaaba.png,generated,use
pretzelmaker,Pretzelmaker,,17,pretzelmaker.com,logos/reference/pretzelmaker.svg,,,fetched,skip
primark,Primark,,22,primark.com,logos/reference/primark.png,,,fetched,skip
pro-image-sports,Pro Image Sports,,32,proimagesports.com,logos/reference/pro-image-sports.png,,,fetched,skip
psycho-bunny,Psycho Bunny,,24,psychobunny.com,logos/reference/psycho-bunny.svg,,,fetched,skip
publix,Publix,,24,publix.com,logos/reference/publix.svg,,,fetched,skip
puma,PUMA,,23,puma.com,logos/reference/puma.png,CHEETAH,logos/generated/puma_cheetah.png,generated,use
purple,Purple,,14,purple.ai,logos/reference/purple.svg,,,fetched,skip
q,Q,,14,qnityelectronics.com,logos/reference/q.png,,,fetched,skip
qdoba,QDOBA MEXICAN EATS,,22,qdoba.com,logos/reference/qdoba.png,PILSEN STREET FOOD,logos/generated/qdoba_pilsen-street-food.png,generated,use
rack-room-shoes,Rack Room Shoes,,48,rackroomshoes.com,logos/reference/rack-room-shoes.svg,,,fetched,skip
rainbow,Rainbow,,48,rainbow.me,logos/reference/rainbow.png,,,fetched,skip
rainforest-cafe,Rainforest Cafe,,10,rainforestcafe.com,logos/reference/rainforest-cafe.png,,,fetched,skip
raising-cane-s,Raising Cane's,,10,raisingcanes.com,logos/reference/raising-cane-s.svg,,,fetched,skip
rally-house,Rally House,,11,rallyhouse.com,logos/reference/rally-house.png,,,fetched,skip
ray-ban,Ray-Ban GENUINE SINCE 1937,,10,ray-ban.com,logos/reference/ray-ban.png,RAIN-BAN GENUINE SINCE 2013,logos/generated/ray-ban_rain-ban-genuine-since-2013.png,generated,use
red-robin,Red Robin,,37,redrobin.com,logos/reference/red-robin.png,Exx Lover,logos/generated/red-robin_exx-lover.png,generated,use
reebok,Reebok,,11,reebok.com,logos/reference/reebok.png,Mountains,logos/generated/reebok_mountains.png,generated,use
reeds-jewelers,TUDOR OFFICIAL JEWELLER,,24,reedsjewelers.com,logos/reference/reeds-jewelers.png,FRIEND'S OFFICIAL STITCHER,logos/generated/reeds-jewelers_friend-s-official-stitcher.png,generated,use
regis,Regis,,10,regis.edu,logos/reference/regis.png,,,fetched,skip
rent-a-center,RAC Rent-A-Center,,23,raccareers.com,logos/reference/rent-a-center.png,CTA Ride-A-Bus,logos/generated/rent-a-center_cta-ride-a-bus.png,generated,use
restoration-hardware,Restoration Hardware,,11,restorationhardware.com,logos/reference/restoration-hardware.svg,,,fetched,skip
riddle-s-jewelry,Riddle's Jewelry,,11,riddlesjewelry.com,logos/reference/riddle-s-jewelry.svg,,,fetched,skip
rite-aid,RITE AID,,10,riteaid.com,logos/reference/rite-aid.png,BAND AID,logos/generated/rite-aid_band-aid.png,generated,use
rocky-mountain-chocolate-factory,Rocky Mountain CHOCOLATE FACTORY Factory,,20,rmcf.com,logos/reference/rocky-mountain-chocolate-factory.png,Lower Westside THRIFTING FACTORY,logos/generated/rocky-mountain-chocolate-factory_lower-westside-thrifting-factory.png,generated,use
rolex,ROLEX,,14,rolex.com,logos/reference/rolex.png,OPULENT,logos/generated/rolex_opulent.png,generated,use
ross,ROSS DRESS FOR LESS,,89,ross.org,logos/reference/ross.png,ARTISTS DRESS FOR LESS,logos/generated/ross_artists-dress-for-less.png,generated,use
round1,Round1,,26,round1.co.jp,logos/reference/round1.png,,,fetched,skip
ruby-thai-kitchen,Ruby Thai Kitchen,,10,rubythai-kitchen.com,logos/reference/ruby-thai-kitchen.png,,,fetched,skip
rue21,rue21,,102,rue21.com,logos/reference/rue21.png,bestbus60,logos/generated/rue21_bestbus60.png,generated,use
safeway,SAFEWAY,,11,safeway.com,logos/reference/safeway.png,SEGWAY,logos/generated/safeway_segway.png,generated,use
saks-fifth-avenue,Saks Fifth Avenue,,22,saksfifthavenue.com,logos/reference/saks-fifth-avenue.png,Sex Fifth Avenue,logos/generated/saks-fifth-avenue_sex-fifth-avenue.png,generated,use
saks-off-5th,Saks Off 5th,,16,saksoff5th.com,logos/reference/saks-off-5th.png,Sales On Supplies,logos/generated/saks-off-5th_sales-on-supplies.png,generated,use
sally-beauty,Sally Beauty,,37,sallybeauty.com,logos/reference/sally-beauty.png,,,fetched,skip
samsonite,Samsonite,,27,samsonite.com.pe,logos/reference/samsonite.png,Travelbites,logos/generated/samsonite_travelbites.png,generated,use
sarku-japan,Sarku Japan,,54,sarkujapan.com,logos/reference/sarku-japan.png,,,fetched,skip
sbarro,Sbarro NYC. 1956,,95,sbarro.com,logos/reference/sbarro.png,tahini,logos/generated/sbarro_tahini.png,generated,use
sears,Sears,,49,sears.com,logos/reference/sears.png,Willis,logos/generated/sears_willis.png,generated,use
see-s-candies,See's CANDIES,,48,sees.com,logos/reference/see-s-candies.png,Amay's CANDIES,logos/generated/see-s-candies_amay-s-candies.png,generated,use
sephora,SEPHORA,,148,sephora.com,logos/reference/sephora.png,MIRRORS,logos/generated/sephora_mirrors.png,generated,use
shake-shack,SHAKE SHACK,,31,shakeshack.com,logos/reference/shake-shack.png,SHAKE NIGHTS,logos/generated/shake-shack_shake-nights.png,generated,use
sherwin-williams,SHERWIN-WILLIAMS,,13,sherwin-williams.com,logos/reference/sherwin-williams.png,MANUAL-LABOUR,logos/generated/sherwin-williams_manual-labour.png,generated,use
shiekh,Shiekh,,11,shiekh.com,logos/reference/shiekh.png,,,fetched,skip
shoe-carnival,SHOW CARNIVAL,,21,shoecarnival.com,logos/reference/shoe-carnival.png,STRIP Carnival,logos/generated/shoe-carnival_strip-carnival.png,generated,use
shoe-dept,Shoe Dept.,,26,shoedeptencore.com,logos/reference/shoe-dept.png,,,fetched,skip
shoe-dept-encore,Shoe Dept. Encore,,76,shoedeptencore.com,logos/reference/shoe-dept-encore.png,,,fetched,skip
shoe-palace,Shoe Palace,,41,shoepalace.com,logos/reference/shoe-palace.png,,,fetched,skip
skechers,SKETCHERS,,73,skechers.com,logos/reference/skechers.png,SLIPPERS,logos/generated/skechers_slippers.png,generated,use
sleep-number,Sleep Number,,43,sleepnumber.com,logos/reference/sleep-number.svg,,,fetched,skip
snipes,Snipes,,16,snipes.com,logos/reference/snipes.svg,,,fetched,skip
soma,Soma,,49,soma.com,,,,missing,skip
spectrum,Spectrum,,17,spectrum.life,logos/reference/spectrum.svg,,,fetched,skip
spencer-s,SPENCER’S,,195,spencersonline.com,logos/reference/spencer-s.png,STONER'S,logos/generated/spencer-s_stoner-s.png,generated,use
sperry,SPERRY,,10,sperry.com,logos/reference/sperry.png,SEATAXI,logos/generated/sperry_seataxi.png,generated,use
spirit-halloween,Spirit Halloween,,12,spirithalloween.com,logos/reference/spirit-halloween.png,,,fetched,skip
sport-clips,SpotClips,,18,sportclips.com,logos/reference/sport-clips.jpeg,MetraCards,,fetched,skip
sprint,Sprint,,20,sprint.xyz,logos/reference/sprint.png,,,fetched,skip
staples,Staples,,34,staples.com,logos/reference/staples.png,Paperclips,logos/generated/staples_paperclips.png,generated,use
starbucks,STARBUCKS,,279,starbucks.com,logos/reference/starbucks.png,MOREBUCKS,logos/generated/starbucks_morebucks.png,generated,use
steve-madden,STEVE MADDEN,,36,stevemadden.com,logos/reference/steve-madden.png,STUDIO MADDEN,logos/generated/steve-madden_studio-madden.png,generated,use
stir-fry-88,Stir Fry 88,,11,stir-tea-coffee.com,logos/reference/stir-fry-88.png,,,fetched,skip
stuart-weitzman,Stuart Weitzman,,10,stuartweitzman.com,logos/reference/stuart-weitzman.svg,,,fetched,skip
subway,SUBWAY,,216,subway.com,logos/reference/subway.png,QUICKY,logos/generated/subway_quicky.png,generated,use
suki-hana,Suki Hana,,11,suki.ai,logos/reference/suki-hana.png,,,fetched,skip
sunglass-hut,sunglass hut,,198,sunglasshut.com,logos/reference/sunglass-hut.png,screenglare hut,logos/generated/sunglass-hut_screenglare-hut.png,generated,use
supercuts,SUPERCUTS,,21,supercuts.com,logos/reference/supercuts.png,BUDGETCUTS,logos/generated/supercuts_budgetcuts.png,generated,use
sur-la-table,Sur La Table,,14,surlatable.com,logos/reference/sur-la-table.svg,,,fetched,skip
swarovski,SWAROVSKI,,75,swarovski.com,logos/reference/swarovski.png,PIXELOVSKI,logos/generated/swarovski_pixelovski.png,generated,use
t-mobile,T Mobile,,221,t-mobile.com,logos/reference/t-mobile.png,NO Mobile,logos/generated/t-mobile_no-mobile.png,generated,use
taco-bell,TACO BELL,,55,tacobell.com,logos/reference/taco-bell.png,CRIT BELL,logos/generated/taco-bell_crit-bell.png,generated,use
talbots,Talbots,,47,talbots.com,logos/reference/talbots.png,,,fetched,skip
target,TARGET,,110,target.com,logos/reference/target.png,DISCOUNTED,logos/generated/target_discounted.png,generated,use
tempur-pedic,TEMPURPEDIC,,16,tempurpedic.com,logos/reference/tempur-pedic.png,OVERPEDIC,logos/generated/tempur-pedic_overpedic.png,generated,use
tesla,TESLA,,12,tesla.com,logos/reference/tesla.png,SHUTTLE,logos/generated/tesla_shuttle.png,generated,use
texas-de-brazil,Texas de Brazil,,14,texasdebrazil.com,logos/reference/texas-de-brazil.png,,,fetched,skip
texas-roadhouse,Texas Roadhouse,,12,texasroadhouse.com,logos/reference/texas-roadhouse.png,,,fetched,skip
the-body-shop,THE BODY SHOP,,15,thebodyshop.com,logos/reference/the-body-shop.png,ART GALLERY SHOP,logos/generated/the-body-shop_art-gallery-shop.png,generated,use
the-cheesecake-factory,The Cheesecake Factory,,86,thecheesecakefactory.com,logos/reference/the-cheesecake-factory.png,The Hardwork Factory,logos/generated/the-cheesecake-factory_the-hardwork-factory.png,generated,use
the-children-s-place,The Children's Place,,142,childrensplace.com,logos/reference/the-children-s-place.svg,,,fetched,skip
the-coffee-bean-and-tea-leaf,The Coffee Bean & Tea Leaf,,12,coffeebean.com,logos/reference/the-coffee-bean-and-tea-leaf.svg,,,fetched,skip
the-container-store,The Container Store,,17,containerstore.com,logos/reference/the-container-store.png,The Overpriced Store,logos/generated/the-container-store_the-overpriced-store.png,generated,use
the-cosmetics-company-store,The Cosmetics Company Store,,20,cosmeticscompanystore.com,logos/reference/the-cosmetics-company-store.png,,,fetched,skip
the-north-face,THE NORTH FACE,,38,thenorthface.com,logos/reference/the-north-face.png,THE WINDY CITY,logos/generated/the-north-face_the-windy-city.png,generated,use
the-uniform-outlet,the UNIFORM OUTLET,,11,theuniformoutlet.com,logos/reference/the-uniform-outlet.png,the INCONSISTENT OUTLET,logos/generated/the-uniform-outlet_the-inconsistent-outlet.png,generated,use
the-ups-store,THE UPS STORE,,43,theupsstore.com,logos/reference/the-ups-store.png,THE PAPER STORE,logos/generated/the-ups-store_the-paper-store.png,generated,use
the-walking-company,The Walking Company,,17,thewalkingcompany.com,logos/reference/the-walking-company.png,,,fetched,skip
things-remembered,Things Remembered,,36,thingsremembered.com,logos/reference/things-remembered.svg,,,fetched,skip
tiffany-and-company,Tiffany & Company,,29,tiffanylaw.ca,logos/reference/tiffany-and-company.png,,,fetched,skip
tillys,Tillys,,55,tillys.com,logos/reference/tillys.png,,,fetched,skip
timberland,Timberland,,16,timberland.com,logos/reference/timberland.png,Hikerland,logos/generated/timberland_hikerland.png,generated,use
tj-maxx,T.J.maxx,,93,trainingjournal.com,logos/reference/tj-maxx.png,T.J.Discount,logos/generated/tj-maxx_t-j-discount.png,generated,use
tokyo-japanese-lifestyle,Tokyo Japanese Lifestyle,,12,tokyojlsusa.com,logos/reference/tokyo-japanese-lifestyle.png,,,fetched,skip
tommy-bahama,Tommy Bahama,,27,tommybahama.com,logos/reference/tommy-bahama.png,Tommy Chicago,logos/generated/tommy-bahama_tommy-chicago.png,generated,use
tommy-hilfiger,TOMMY HILFIGER,,51,tommy.com,logos/reference/tommy-hilfiger.png,DOMESTIC HILFIGER,logos/generated/tommy-hilfiger_domestic-hilfiger.png,generated,use
torrid,Torrid,,129,torrid.com,logos/reference/torrid.png,,,fetched,skip
tory-burch,TORY BURCH,,25,toryburch.com,logos/reference/tory-burch.png,STORY BURCH,logos/generated/tory-burch_story-burch.png,generated,use
total-wine,Total Wine,,11,totalwine.com,logos/reference/total-wine.png,,,fetched,skip
tractor-supply-company,Tractor Supply Company,,12,tractorsupply.com,logos/reference/tractor-supply-company.svg,,,fetched,skip
tradehome-shoes,Tradehome Shoes,,31,tradehome.com,logos/reference/tradehome-shoes.svg,,,fetched,skip
trader-joe-s,TRADER JOE’S,,16,traderjoes.com,logos/reference/trader-joe-s.png,INDULGENT JOE'S,logos/generated/trader-joe-s_indulgent-joe-s.png,generated,use
tropical-smoothie-cafe,tropical SMOOTHIE CAFE,,14,tropicalsmoothiecafe.com,logos/reference/tropical-smoothie-cafe.png,deadline SMOOTHIE CAFE,logos/generated/tropical-smoothie-cafe_deadline-smoothie-cafe.png,generated,use
true-religion,TRUE RELIGION BRAND JEANS,,15,truereligion.com,logos/reference/true-religion.png,TRUE FATIGUE BRAND JEANS,logos/generated/true-religion_true-fatigue-brand-jeans.png,generated,use
tumi,TMU,,51,tumi.com,logos/reference/tumi.png,,,fetched,skip
u-s-polo-assn,US POLO ASSN. SINCE 1890,,10,uspoloassn.com,logos/reference/u-s-polo-assn.png,US VISA ASSN. SINCE 2008,logos/generated/u-s-polo-assn_us-visa-assn-since-2008.png,generated,use
ugg,UGG,,15,ugg.com,logos/reference/ugg.svg,,,fetched,skip
ulta-beauty,ULTA BEAUTY,,105,ulta.com,logos/reference/ulta-beauty.png,ZOOM BEAUTY,logos/generated/ulta-beauty_zoom-beauty.png,generated,use
under-armour,UNDER ARMOUR,,46,underarmour.com,logos/reference/under-armour.png,UNDER STRESS,logos/generated/under-armour_under-stress.png,generated,use
uniform-destination,Uniform Destination,,13,uniformdestinationfl.com,logos/reference/uniform-destination.png,,,fetched,skip
uniqlo,UNIQLO,,46,uniqlo.co.jp,logos/reference/uniqlo.png,UNIQUE-LOW,logos/generated/uniqlo_unique-low.png,generated,use
untuckit,UNTUCKit,,20,untuckit.com,logos/reference/untuckit.png,,,fetched,skip
urban-outfitters,URBAN OUTFITTERS,,48,urbanoutfitters.com,logos/reference/urban-outfitters.png,EXERCISE EVERYDAY,logos/generated/urban-outfitters_exercise-everyday.png,generated,use
valliani-jewelers,Valliani Jewelers,,10,vallianijewelers.com,logos/reference/valliani-jewelers.svg,,,fetched,skip
van-heusen,VAN HEUSEN,,14,vanheusen.com.au,logos/reference/van-heusen.png,VAN BORROWED,logos/generated/van-heusen_van-borrowed.png,generated,use
